 Cloud Cover High [high cld lay], Direct Shortwave Radiation, FAO Reference Evapotranspiration [2 m], Relative Humidity [2 m], Relative Humidity [2 m]_1, Relative Humidity [2 m]_2, Soil Moisture [28-100 cm down], Soil Moisture [28-100 cm down]_10, Soil Moisture [28-100 cm down]_9, Soil Moisture [7-28 cm down], Soil Moisture [7-28 cm down]_7, Soil Moisture [7-28 cm down]_8, Soil Temperature [100-255 cm down], Soil Temperature [100-255 cm down]_3, Soil Temperature [100-255 cm down]_4, Temperature, Temperature [2 m elevation corrected], Temperature [2 m elevation corrected]_1, Temperature [2 m elevation corrected]_2, Temperature_5, Temperature_6, Vapor Pressure Deficit [2 m], Vapor Pressure Deficit [2 m]_1, Vapor Pressure Deficit [2 m]_2,Incendio
22.5,7656,6.5269,55.851692,15.645278,32.783577,0.175,0.17458333,0.174,0.162,0.161,0.16191663,19.04,18.99,19.014582,46.73,28.829105,13.589105,21.163689,6.35,22.84125,28.809046,6.0556808,16.276613,1
7.7083335,7785,6.5907536,63.518494,14.067403,33.92987,0.175,0.17499997,0.175,0.162,0.161,0.16108333,19.09,19.04,19.065414,48.47,29.719105,13.069105,21.634521,6.78,23.743334,31.47411,4.7554502,16.886507,1
20.375,6706,6.3481927,71.86951,15.828046,41.478756,0.175,0.17491663,0.174,0.162,0.16,0.1618333,19.14,19.09,19.117086,49.77,29.299105,14.379105,21.834938,9.64,24.263334,30.203709,3.9982185,15.28044,1
3.9583333,6955,6.4165144,76.15862,18.39821,44.079777,0.174,0.17391668,0.173,0.161,0.16,0.16008335,19.19,19.14,19.168749,47.01,28.329105,14.659105,21.708275,9.35,24.256248,27.178757,3.4514446,14.583798,1
11.25,6376,6.0410337,72.206406,18.169918,44.289066,0.173,0.17283337,0.171,0.161,0.16,0.16091667,19.25,19.2,19.222918,48.29,29.169106,15.389105,21.517855,9.59,24.766668,29.140251,4.2269144,14.32932,0
56,4950,5.210257,72.269135,24.78764,46.386997,0.172,0.17158331,0.171,0.161,0.16,0.16058333,19.31,19.25,19.28,47.72,27.089106,15.799105,21.343689,10.61,24.509583,23.672033,4.3669157,12.953231,0
98.625,3005,4.716112,80.70398,22.065475,51.923843,0.173,0.17208332,0.172,0.163,0.161,0.16116668,19.37,19.31,19.337915,41.27,26.889105,15.699105,20.736605,12.41,22.050835,23.942282,2.9896889,11.583337,0
92.958336,6667,6.2534585,73.79061,14.071997,44.111557,0.174,0.17400001,0.174,0.163,0.163,0.16300005,19.42,19.37,19.39667,48.77,29.029104,14.779105,21.27452,9.09,24.248749,29.960182,3.9719238,14.263635,0
98.625,4742,5.6021304,86.38359,18.836214,56.10638,0.174,0.17400001,0.174,0.164,0.163,0.1632917,19.48,19.43,19.455418,44.21,27.289104,14.379105,19.80994,11.71,22.725418,25.801455,1.9724989,10.631483,0
97.25,5605,5.6707883,85.58196,25.503977,53.549175,0.174,0.17391668,0.173,0.164,0.163,0.16391669,19.54,19.49,19.514166,43.19,27.379105,14.179105,20.60369,10.77,23.450417,23.865753,2.02248,11.471063,0
80.125,5610,5.9709935,79.95508,18.652653,48.270336,0.174,0.17308336,0.173,0.163,0.162,0.16241664,19.6,19.54,19.571665,48.17,29.929106,13.879105,21.754105,10.39,24.024582,30.127438,2.7567616,13.809743,0
94.458336,4533,4.9465923,84.36334,29.654053,59.350067,0.175,0.17408335,0.174,0.163,0.162,0.16250004,19.66,19.6,19.629168,45.49,27.159105,16.429106,20.932024,12.59,23.666666,21.569439,2.5401459,9.990528,0
94.166664,6072,6.02611,74.10309,23.420273,49.0661,0.176,0.1750833,0.175,0.163,0.162,0.1623333,19.71,19.66,19.6875,46.35,29.679106,16.539106,22.215775,11.7,25.030413,28.050907,4.2369204,13.525695,0
97.083336,4029,5.4529033,75.53829,22.252905,49.061543,0.176,0.17583336,0.174,0.164,0.162,0.16216664,19.77,19.72,19.745417,44.78,28.749105,16.129105,22.16494,12.6,24.857916,26.899847,3.897336,13.409734,0
89.291664,5882,5.9987197,78.719696,26.554935,49.55643,0.174,0.17383336,0.172,0.164,0.163,0.16391669,19.83,19.78,19.804998,48.06,29.629105,15.759105,22.362856,11.52,25.210413,26.868908,3.3889465,13.449927,0
97.666664,2151,4.0168633,78.26364,31.322878,54.107944,0.173,0.17258339,0.172,0.164,0.163,0.16358335,19.89,19.84,19.86542,34.03,23.219105,16.429106,19.703274,12.37,20.83,16.985895,3.5310326,9.624063,0
98.208336,1835,3.06226,87.886536,46.969925,65.10352,0.173,0.17300004,0.173,0.164,0.163,0.16341673,19.95,19.9,19.925001,23.05,21.249105,13.939105,17.79244,11.05,16.40125,11.284194,1.6725588,6.541254,0
71,5083,4.971724,87.10775,36.554935,64.32485,0.173,0.17275004,0.17,0.166,0.163,0.16474997,20.01,19.96,19.983332,39.8,26.379105,14.769105,19.742857,9.25,20.743752,18.220303,1.930933,8.4606085,1
89.291664,4756,5.444145,84.056335,29.25911,56.076035,0.17,0.16950001,0.164,0.166,0.162,0.16516666,20.05,20.01,20.031666,41.35,27.019106,14.019105,20.378687,9.63,21.823751,20.495104,2.324812,10.670926,0
67.416664,5950,5.8350873,80.17951,22.697683,50.40613,0.164,0.16400002,0.164,0.163,0.163,0.16300005,20.1,20.06,20.077082,46.21,28.489105,15.419106,21.751188,10.18,23.785833,25.656153,3.015483,12.887895,0
82.791664,4652,5.3067017,80.82059,30.153807,54.16858,0.165,0.16408335,0.164,0.163,0.163,0.16300005,20.14,20.1,20.12042,45.37,27.519106,16.149105,20.914522,11.71,23.666252,21.825926,3.0597029,10.958636,0
97.833336,5263,5.602322,76.95479,25.877523,52.483356,0.165,0.16450001,0.164,0.163,0.163,0.16300005,20.18,20.14,20.162502,43.09,27.779104,16.349106,21.889107,13.28,24.522917,24.187536,3.7243319,12.236205,0
69.416664,6652,6.448792,75.687035,14.835882,44.69656,0.165,0.16433336,0.163,0.163,0.162,0.1629167,20.23,20.19,20.205832,48.88,31.979105,15.809105,23.376188,11.52,25.796667,35.28669,3.794034,16.262247,0
54.958332,6781,6.4592156,71.439766,13.976293,43.129074,0.163,0.16283338,0.161,0.163,0.161,0.16199997,20.28,20.23,20.25125,50.2,32.019108,17.679106,24.144522,12.79,27.002497,34.619617,5.0281334,17.100008,0
43.083332,5142,5.3040915,73.77204,33.228794,48.925076,0.162,0.1615833,0.161,0.163,0.161,0.16208337,20.33,20.28,20.3025,45.16,26.199104,17.179106,21.997438,11.8,25.182085,19.934778,4.471755,12.485375,0
61.75,7169,6.6060925,85.74398,20.626602,50.459538,0.164,0.16216664,0.162,0.162,0.161,0.16141666,20.38,20.33,20.3575,49.54,30.759106,15.139105,22.159937,10.91,25.921251,31.013666,2.1296473,13.891976,0
32.166668,5817,5.923787,72.653946,21.443026,46.11121,0.164,0.16316672,0.16,0.161,0.16,0.16091667,20.44,20.39,20.413752,46.15,29.189106,16.959106,22.537857,12.21,24.919998,27.975332,4.596859,14.355682,1
66.125,4251,5.2906656,78.27749,26.718513,50.433453,0.16,0.15991668,0.159,0.16,0.16,0.16000003,20.5,20.44,20.47,45.25,27.879105,16.519106,21.823275,12.06,24.600418,24.047493,3.5493689,12.4906,0
75.625,5183,5.57377,72.70823,24.8923,49.870083,0.159,0.15841667,0.158,0.16,0.158,0.15883332,20.56,20.5,20.527084,50.38,30.589106,16.689106,22.527021,12.74,25.185835,28.120918,4.5966034,13.45231,0
99.041664,2469,4.1898403,88.34256,33.4612,60.714695,0.158,0.158,0.158,0.159,0.158,0.15841664,20.61,20.56,20.585417,36.08,26.189106,15.7091055,20.289942,12.58,21.591667,19.476429,1.8073568,9.117815,0
71.083336,5012,5.079547,82.20806,23.169138,57.63077,0.16,0.1591667,0.158,0.163,0.159,0.160375,20.67,20.62,20.642918,45.44,30.769106,15.619105,20.78494,10.81,21.638334,30.037636,3.0451689,10.497288,0
99.708336,2242,4.080206,87.75921,35.547455,66.861694,0.16,0.15950002,0.159,0.201,0.164,0.18566668,20.72,20.67,20.696249,30.83,25.629105,15.699105,19.595772,12.87,19.499166,18.33786,1.8965654,7.728764,0
79.041664,4925,5.276562,77.438446,40.294838,57.777435,0.16,0.15958337,0.159,0.205,0.202,0.20399998,20.77,20.72,20.743336,40.05,27.399105,16.239105,21.372023,10.92,22.104582,18.558777,3.674572,10.235503,0
99.166664,2651,3.7734303,86.05401,43.642475,70.41427,0.161,0.1605,0.16,0.219,0.205,0.21279164,20.8,20.77,20.785831,32.4,24.869104,15.909105,19.31077,11.81,18.754168,15.528732,2.1904488,6.312103,1
99.375,254,1.8841691,89.71615,71.22755,80.166046,0.16,0.15991668,0.159,0.252,0.219,0.23254167,20.84,20.81,20.82458,17.72,19.279104,14.999105,16.904938,12.07,14.444584,5.369111,1.5453157,3.383405,0
84.25,5332,5.262256,93.12424,41.407215,69.01036,0.159,0.15899996,0.159,0.265,0.254,0.26233327,20.86,20.84,20.852495,37.01,26.729105,13.369105,18.88202,8.91,19.168333,18.057297,0.92095757,7.2374706,1
87.291664,5492,5.347569,83.18987,35.02216,59.295345,0.159,0.15891664,0.158,0.266,0.26,0.26391664,20.88,20.87,20.874584,34.92,26.599106,15.4591055,20.793272,9.46,19.098333,19.200235,2.5641623,9.771206,0
94.083336,2360,3.7564425,85.2857,44.681633,68.884224,0.159,0.15825,0.158,0.261,0.257,0.2592083,20.9,20.88,20.887506,34.31,25.249105,16.139105,19.665354,12.19,19.193333,15.5931225,2.3473816,6.809404,0
98.416664,2075,3.6931033,86.97696,54.97638,70.03612,0.158,0.15791668,0.157,0.259,0.257,0.2579583,20.91,20.89,20.900414,27.52,23.009106,15.399105,19.039938,12.28,18.491251,10.9545555,2.054799,6.151966,0
72.041664,3981,4.476109,88.752235,44.240597,68.41174,0.158,0.157625,0.157,0.26,0.255,0.25795832,20.91,20.91,20.910002,35.73,24.899105,14.949105,19.247019,11.72,19.811666,15.391885,1.6682234,6.9103465,0
97.541664,2218,3.608358,89.86419,54.42896,70.57439,0.158,0.158,0.158,0.262,0.255,0.25858337,20.92,20.91,20.918756,31.11,22.249105,14.699105,18.227856,12.23,18.727915,10.695835,1.5602407,5.6567597,0
85.583336,5769,5.7859445,93.983315,23.980742,60.652843,0.16,0.15908335,0.158,0.266,0.262,0.26462498,20.92,20.92,20.920006,39.27,27.489105,13.159105,19.940771,10.13,21.219582,24.513563,0.7889862,9.996583,0
97.833336,1714,3.0790937,88.090126,49.72848,71.46363,0.16,0.15854166,0.158,0.267,0.262,0.26466665,20.93,20.92,20.920837,30.06,21.589106,15.499105,18.533274,12.68,17.78125,11.123621,1.8214321,5.491495,0
87.833336,5306,5.3719306,88.41229,28.256643,63.593235,0.158,0.158,0.158,0.263,0.256,0.26133338,20.93,20.92,20.929579,37.47,26.369104,13.329105,18.714941,11.51,19.847918,21.638735,1.592597,8.420914,0
76.125,6269,5.8676486,86.57628,29.82508,57.038357,0.158,0.158,0.158,0.256,0.248,0.2526667,20.93,20.93,20.929995,41.8,29.319105,12.619105,20.134521,7.07,20.25375,25.21065,1.6982298,10.440827,0
47.75,1722,2.9322398,84.154305,49.108887,70.22335,0.159,0.15841664,0.157,0.25,0.248,0.24920835,20.93,20.92,20.929163,25.03,23.419106,15.119105,18.227434,11.54,15.755417,12.836463,2.3640337,5.751451,0
56.208332,5858,5.532698,88.25756,29.28398,58.86299,0.159,0.15799998,0.157,0.249,0.244,0.2479167,20.93,20.92,20.922922,34.87,25.969105,14.119105,19.703272,10.05,19.656252,20.52431,1.6406698,9.517173,0
67.875,3341,3.9492972,80.59151,50.3529,65.941696,0.158,0.15750001,0.157,0.254,0.244,0.24862498,20.92,20.92,20.920006,32.34,23.419106,15.819105,18.951603,12.06,18.608335,12.279204,3.0762415,6.8482747,1
52.541668,6155,5.3186545,90.78997,34.02318,63.618458,0.161,0.15808333,0.157,0.263,0.255,0.26066673,20.92,20.91,20.919172,36.29,25.019106,13.559105,18.827856,9.5,19.34875,18.157202,1.2401619,8.014583,0
88.208336,4576,4.7621136,84.62713,40.325123,62.92325,0.162,0.1615833,0.161,0.262,0.259,0.26033333,20.92,20.91,20.91042,36.41,24.129105,14.719105,19.182854,9.64,20.093332,15.176091,2.3221111,7.890405,0
97.625,4149,4.779368,85.6243,39.877235,64.47106,0.163,0.16208333,0.161,0.268,0.259,0.26537502,20.91,20.91,20.910002,32.98,25.349106,15.089105,19.42077,11.46,19.101667,16.979982,2.140524,7.9672527,0
98.708336,247,1.5750673,92.52901,64.23027,79.821075,0.163,0.16100003,0.159,0.386,0.267,0.32262498,20.91,20.9,20.904581,18.47,19.929106,13.939105,15.796605,12.37,14.475417,7.2642593,1.0994062,3.2472908,0
93.791664,3928,4.236476,85.427444,46.372982,70.74455,0.167,0.1655,0.163,0.386,0.374,0.38141665,20.9,20.89,20.897085,28.75,22.379105,14.339105,17.80744,9.8,17.251251,12.680318,2.0657768,5.679552,0
76.541664,6192,5.2853937,89.4655,44.209717,67.86076,0.173,0.16837497,0.167,0.374,0.362,0.36941662,20.89,20.88,20.884584,34.43,25.469105,13.629105,19.281607,7.72,18.59,15.928349,1.4250851,7.162788,0
84.125,6118,5.251339,88.67457,41.07491,68.38301,0.175,0.1745,0.173,0.364,0.354,0.36079165,20.87,20.86,20.867079,34.7,25.299105,14.129105,19.362022,9.8,19.297083,16.51958,1.7309237,7.058756,0
90.291664,3882,4.0061226,89.6171,62.685936,75.697174,0.179,0.17641668,0.175,0.366,0.352,0.35537502,20.86,20.84,20.853336,31.92,20.919106,14.739105,17.589106,11.2,18.502083,8.063137,1.5110016,4.4541183,0
83.166664,5366,5.0894513,91.727905,37.064457,68.07869,0.182,0.18066669,0.179,0.366,0.355,0.3624166,20.85,20.83,20.838745,33.5,26.159105,13.779105,19.117857,8.45,18.549166,18.299164,1.1369047,7.5025463,0
52.333332,4703,4.4976506,84.99135,54.45687,67.55468,0.183,0.18233334,0.182,0.354,0.346,0.35037503,20.83,20.82,20.824587,33,23.479105,14.079105,18.799105,8.18,17.729166,11.529826,2.2260237,6.4993033,0
89.291664,5624,5.353455,86.45274,39.904568,64.61663,0.184,0.183375,0.183,0.35,0.342,0.34704164,20.82,20.8,20.812498,34.5,25.509106,14.779105,19.605352,9.28,19.359999,17.077555,1.976677,7.9771314,0
80.625,3681,4.370572,88.65015,42.64615,65.21424,0.186,0.18516666,0.184,0.346,0.341,0.34358335,20.8,20.79,20.797085,32,25.139105,15.2091055,19.885355,9.36,18.8875,16.063763,1.7032747,7.9432507,0
97.833336,3497,4.5294523,83.82894,36.913,64.32362,0.188,0.186625,0.186,0.343,0.336,0.34008333,20.79,20.78,20.784584,30.75,23.649105,15.029105,18.85869,8.97,18.074585,15.894355,2.5022564,7.3849206,0
94.916664,1745,3.3009458,88.71682,52.034077,74.87802,0.188,0.18783332,0.187,0.336,0.327,0.33258328,20.78,20.77,20.773329,29.74,21.289104,14.899105,17.890772,10.48,17.495832,10.436306,1.6991043,4.80365,0
58.875,4014,4.6531925,89.08969,36.760174,68.4028,0.215,0.21395837,0.212,0.359,0.347,0.35491666,20.39,20.38,20.384169,34.25,25.239105,14.749105,19.08077,10.11,18.602917,17.712317,1.5971413,7.121577,0
91.333336,2811,3.8907273,92.679054,50.80279,69.35122,0.215,0.21500002,0.215,0.347,0.341,0.34487495,20.38,20.36,20.367495,30.49,23.349106,15.379105,19.290771,10.06,17.880417,11.369644,1.1109066,6.4582944,0
99.791664,800,3.0397618,91.30056,54.205284,76.53307,0.216,0.21562505,0.215,0.343,0.34,0.341625,20.36,20.34,20.352503,26.54,21.229105,14.729105,17.423273,10.59,16.097084,10.013754,1.2668409,4.3510323,0
79.625,3259,3.9561064,88.42137,50.39199,72.09601,0.217,0.21683334,0.216,0.348,0.341,0.34479168,20.34,20.33,20.33541,31.62,23.739105,15.279105,18.519522,12.09,18.25208,12.700138,1.7455626,5.784889,0
80.041664,6634,5.650822,86.85313,38.49642,63.30328,0.218,0.21316665,0.203,0.346,0.33,0.3393333,20.33,20.31,20.317085,33.12,26.319105,14.159105,20.097853,6.99,19.1075,17.512348,1.8417425,8.670111,0
47.625,7602,6.3735533,86.34492,28.193853,57.383846,0.204,0.20329167,0.203,0.33,0.318,0.32658333,20.31,20.29,20.297087,35.9,28.439106,14.299105,21.751604,9.43,20.070833,23.92285,1.9306345,11.269676,0
91.791664,4429,4.863457,88.27791,38.317726,65.535194,0.203,0.2029167,0.202,0.318,0.309,0.31620836,20.29,20.27,20.280832,31.17,24.939106,15.529105,19.51202,10.93,19.1775,17.068163,1.8091259,7.6376424,0
99.791664,1828,3.553931,89.453674,50.07121,68.64117,0.202,0.20041662,0.199,0.31,0.3,0.30587497,20.28,20.27,20.270412,27.65,23.769106,15.369105,19.318274,11.74,17.765,12.501415,1.6287231,6.590014,0
99.416664,1855,3.2589483,85.88184,56.0316,71.48442,0.202,0.20104165,0.2,0.308,0.3,0.30125007,20.27,20.26,20.26042,31.23,22.319105,15.359105,18.686188,10.66,18.02875,10.046445,2.1395483,5.650881,0
83.166664,4957,4.782122,92.024254,53.185585,73.13702,0.201,0.20083334,0.2,0.313,0.309,0.3109583,20.26,20.25,20.252083,32.69,25.279104,13.7091055,18.839104,9.13,18.593332,12.78527,1.0846596,5.7220726,0
51.583332,5392,4.885181,87.05295,42.155567,69.83665,0.201,0.20054168,0.2,0.318,0.311,0.3162916,20.25,20.24,20.241663,33.06,25.319105,15.539105,19.484522,10.67,18.9575,16.378418,1.9903927,6.698153,0
58.791668,7005,6.023051,89.157455,25.394484,61.638927,0.201,0.20012504,0.2,0.318,0.309,0.31583333,20.24,20.22,20.230421,37.29,28.849106,14.229105,21.151606,9.08,20.325834,25.121563,1.5259418,10.164161,0
99.166664,735,2.038965,88.26895,45.723595,72.705376,0.203,0.20145833,0.201,0.327,0.307,0.31366667,20.23,20.22,20.220835,23.16,23.169106,15.069105,17.457438,11.86,14.830833,13.482004,1.7987623,5.0843844,0
90.541664,1356,2.6305332,86.26184,61.95443,75.47588,0.204,0.20362501,0.203,0.343,0.328,0.33116665,20.22,20.21,20.215414,24.89,20.909105,14.729105,17.17494,10.78,15.2275,7.5299034,2.0549688,4.3217626,0
63.833332,2921,3.5173445,90.90735,54.249477,77.020134,0.205,0.20391668,0.203,0.349,0.344,0.3467084,20.21,20.2,20.203754,28.67,21.319105,14.329105,17.332853,10.99,16.988749,9.849171,1.2881098,4.346798,0
35.125,4517,4.554992,87.51671,45.5696,68.37133,0.205,0.20437498,0.204,0.351,0.344,0.34879163,20.2,20.18,20.186665,30.06,24.229105,14.979105,19.188272,9.65,17.882082,14.207921,1.8454304,6.8352857,0
77.208336,5005,4.8509746,92.442024,46.903698,67.95495,0.206,0.20470832,0.202,0.343,0.329,0.33883333,20.18,20.16,20.167501,32.91,26.209105,13.489105,19.725773,8.94,18.516666,15.747741,1.0130053,7.160088,0
91,5212,5.058074,82.34413,43.15903,64.85921,0.203,0.20245837,0.201,0.329,0.321,0.32716668,20.16,20.14,20.150831,35.07,24.869104,16.069105,20.079939,9.69,19.139584,15.11102,2.8221312,7.894651,0
91.958336,4082,4.907784,81.37001,40.549107,60.849503,0.202,0.2010417,0.201,0.321,0.311,0.3169583,20.14,20.13,20.135002,33.95,26.119104,15.389105,20.293272,9.65,18.652082,17.664236,2.834361,9.0164,0
99.541664,31,0.9138651,89.6483,69.7821,82.64318,0.21,0.20233333,0.201,0.444,0.31,0.35679165,20.13,20.12,20.12208,14.42,19.059105,14.389105,15.999523,10.71,13.029166,5.8087416,1.4722652,2.8035357,0
93.958336,1966,3.220173,89.15916,49.785145,72.93601,0.222,0.21791671,0.211,0.443,0.417,0.4303333,20.12,20.1,20.107084,25.78,22.039104,12.519105,16.284937,9.51,15.332085,11.592059,1.52771,4.9528093,0
89.458336,4508,4.5576873,90.92939,40.53415,68.41663,0.228,0.22520833,0.223,0.417,0.4,0.4090416,20.1,20.07,20.085829,30.08,23.949104,13.799105,18.057022,8.88,16.72875,15.142944,1.2409067,6.503736,0
89.375,3419,4.076583,87.897446,57.693935,75.1115,0.23,0.2290417,0.228,0.399,0.392,0.39608327,20.07,20.05,20.060411,27.92,21.929106,14.269105,17.618689,9.93,16.65,9.07123,1.7543488,4.646156,0
77.125,4204,4.0696125,93.8968,63.535458,79.487144,0.233,0.23124993,0.23,0.404,0.394,0.3998334,20.05,20.02,20.032915,25.94,19.179106,12.7091055,15.948272,9.48,15.753333,6.8560877,0.77675533,3.421547,0
71.5,3888,3.832307,89.11883,54.122852,74.03989,0.234,0.23166667,0.23,0.406,0.401,0.4041667,20.02,19.99,20.006248,27.24,19.789104,13.779105,16.403688,9.67,16.1525,9.171337,1.4866381,4.5037704,0
79.541664,2032,2.934851,88.11245,48.523144,74.420204,0.234,0.23212498,0.23,0.408,0.402,0.404875,19.99,19.97,19.979584,25.22,21.169106,13.519105,16.234938,10.71,15.007083,11.298437,1.6295023,4.470987,0
96.458336,959,2.3305185,86.95558,58.383705,75.53938,0.241,0.23729163,0.234,0.42,0.402,0.4115,19.96,19.94,19.951252,23.92,18.519106,13.849105,15.772855,11.01,14.570416,7.145727,1.8106213,3.9366922,0
68.5,1576,2.7924316,89.16054,46.92505,74.88715,0.25,0.24558336,0.241,0.427,0.419,0.42316666,19.94,19.91,19.921253,26.06,21.849106,12.969105,16.107439,10.67,14.706668,12.152296,1.460535,4.4619517,0
89.833336,4060,4.260008,88.93244,58.44392,74.03374,0.256,0.25320837,0.251,0.419,0.409,0.415375,19.9,19.87,19.887503,30.01,22.289104,14.349105,17.538687,9.86,16.902916,9.603579,1.5730438,4.8783183,0
91.5,3398,3.9862998,92.50123,65.321976,78.79363,0.263,0.2592917,0.256,0.427,0.417,0.4222083,19.87,19.84,19.853334,29.37,22.829105,14.449105,18.012438,10.38,17.182083,8.306732,1.0707197,4.125208,0
91.041664,3445,3.9539025,91.176796,58.53808,76.65036,0.268,0.2656667,0.263,0.427,0.412,0.4225,19.84,19.8,19.820002,30.21,22.509106,15.359105,18.268272,10.62,17.455002,9.888942,1.3564196,4.654737,0
92.708336,3310,4.0203853,86.96757,51.349117,71.66099,0.269,0.26816672,0.267,0.413,0.403,0.40987504,19.8,19.77,19.787918,30.51,23.049105,15.299105,18.805357,8.97,17.47875,11.866166,1.9672976,5.7969704,0
66.791664,4934,4.71454,83.42202,45.878937,65.204216,0.27,0.26850003,0.265,0.403,0.385,0.3952917,19.77,19.75,19.759584,30.43,25.129105,15.539105,19.956606,8.28,18.06375,14.975892,2.5419598,7.8329625,0
48.5,6125,5.4161725,88.55691,44.421444,64.34553,0.268,0.26616663,0.266,0.385,0.371,0.3795,19.74,19.72,19.732504,33.17,26.499105,14.819105,20.546606,9.22,18.978334,16.894283,1.6740379,8.450908,0
90.083336,6119,5.503081,87.59267,36.181927,60.459827,0.269,0.2680834,0.265,0.372,0.357,0.36733332,19.72,19.7,19.710417,34.12,27.529104,15.779105,21.56952,9.23,19.328335,20.628082,1.9323921,10.085949,0
98.458336,950,2.7789965,88.30777,55.223038,73.74334,0.266,0.2654166,0.265,0.367,0.356,0.35949993,19.7,19.68,19.693335,23.73,22.499105,14.669106,18.226189,10.55,15.825417,10.673011,1.693758,5.0663867,0
92.583336,4327,4.781827,85.082436,38.2546,64.00633,0.267,0.26629168,0.266,0.371,0.365,0.36849996,19.68,19.67,19.67542,32.13,25.459105,14.199105,18.91619,10.25,18.3675,17.352528,2.1837559,7.8856773,0
78.833336,5579,5.3809376,87.65843,38.783997,62.63629,0.267,0.266875,0.266,0.365,0.355,0.3618333,19.67,19.65,19.659166,33.92,26.039104,14.629105,20.297438,8.74,18.646667,17.75431,1.7831411,8.73985,0
80.375,4889,4.8553205,89.50468,42.416145,66.501305,0.267,0.26641658,0.266,0.355,0.344,0.35100004,19.65,19.64,19.644587,32.47,26.069105,15.249105,20.434523,8.86,18.61,16.722954,1.6006508,7.918434,0
99.166664,3182,4.108232,88.94867,39.802727,70.28771,0.266,0.2648333,0.264,0.344,0.337,0.34183335,19.64,19.63,19.634169,31.02,26.059105,15.949105,19.927855,11.89,18.50625,17.82166,1.7403069,6.7650027,0
87.5,3188,4.4392467,82.75506,43.86671,62.744946,0.264,0.26245838,0.261,0.337,0.327,0.33304167,19.63,19.62,19.624582,33.96,27.379105,15.899105,20.892437,8.53,19.057917,17.970058,2.7174091,8.730681,0
99.083336,1096,3.0136154,91.09651,58.375217,78.55235,0.263,0.2622917,0.261,0.339,0.327,0.33108333,19.62,19.61,19.615828,28,21.439106,15.119105,17.704107,10.63,16.059166,9.250578,1.3431416,4.0429683,0
66.333336,4531,4.0237975,89.5444,52.070797,72.03044,0.261,0.26087502,0.259,0.342,0.335,0.34037498,19.61,19.6,19.6075,27.94,21.299105,14.579105,17.627438,10.64,17.280005,10.361866,1.5057058,5.278792,0
85.708336,5247,4.744103,89.03231,37.988018,66.54258,0.26,0.25874993,0.257,0.335,0.329,0.333,19.6,19.59,19.596666,31.65,25.179106,14.159105,18.84244,8.36,18.220417,17.284542,1.5364618,7.2685466,0
35.416668,5932,5.1034045,83.86441,33.314636,61.441986,0.258,0.25708333,0.257,0.329,0.319,0.32625005,19.59,19.58,19.584993,31.61,25.309105,14.7091055,19.547855,8.08,18.135834,18.477917,2.4692993,8.525348,0
18.083334,6644,5.678795,82.38079,30.210518,58.76796,0.257,0.25537506,0.253,0.318,0.305,0.31354168,19.58,19.57,19.573338,36.01,27.919106,15.189105,20.428272,7.28,19.220833,22.996174,2.640668,9.984839,0
99.041664,2433,3.6196291,88.58521,46.69468,66.49924,0.253,0.25225,0.25,0.305,0.301,0.3035,19.57,19.56,19.562082,31.14,25.649105,15.649105,19.984938,10.9,18.191252,14.72255,1.7812757,7.4694786,0
96.708336,1292,2.2677898,88.410675,61.00448,76.006065,0.25,0.24933338,0.248,0.32,0.301,0.3060417,19.56,19.55,19.556246,19.48,20.459105,14.889105,17.270773,10.17,14.089583,7.899452,1.7335434,4.2824335,0
99.25,2720,3.9656937,86.63305,49.47777,69.33361,0.248,0.24741673,0.247,0.324,0.32,0.32262498,19.55,19.54,19.547085,28.12,24.139105,13.719105,18.557856,9.48,16.924166,13.147198,1.8190355,6.381865,0
95.875,4075,4.6989865,84.986534,39.889355,65.45254,0.247,0.24683337,0.245,0.322,0.314,0.31937504,19.54,19.53,19.534166,32.94,25.929106,14.639105,19.84452,8.85,18.235834,17.535442,2.2035265,7.9967628,0
97.666664,4407,4.792683,84.256226,39.14844,63.053745,0.246,0.24449998,0.244,0.314,0.305,0.311,19.53,19.51,19.521248,33.32,26.899105,15.029105,20.604523,9.99,19.289167,18.79134,2.3350544,8.934109,0
96.5,4301,4.465648,88.72811,44.276817,69.69468,0.244,0.24266672,0.241,0.305,0.297,0.30124998,19.51,19.5,19.508335,34.93,24.499105,15.429105,19.735773,9.64,18.525835,15.012954,1.7160196,6.7273946,0
98.291664,5067,4.87973,87.954666,42.090435,68.17368,0.241,0.24079166,0.238,0.297,0.289,0.29520833,19.5,19.5,19.5,34.02,25.339106,15.389105,19.926188,9.27,19.156668,16.367165,1.8943768,7.435941,0
77.708336,6444,5.349328,84.3761,39.469135,61.309307,0.239,0.23833328,0.237,0.289,0.281,0.28654167,19.5,19.49,19.491247,35.81,25.409105,14.609105,20.498272,9.52,20.217081,16.892147,2.2544222,8.964919,0
89.416664,2693,3.4482567,89.38152,55.66854,73.51786,0.242,0.23908329,0.237,0.281,0.278,0.27979162,19.49,19.48,19.48958,29.15,22.899105,15.109105,18.606607,11.51,17.963335,10.671608,1.6228752,5.342192,0
95.791664,1489,3.01186,89.99188,69.40492,81.0581,0.242,0.24091662,0.24,0.3,0.28,0.2937083,19.49,19.48,19.488747,25.77,19.189106,14.949105,17.30494,11.52,16.779999,5.8663588,1.4766207,3.3367455,0
